id	bin_maj	bin_one	bin_all	multi_maj	disagree_bin
517ea944d8ebaefabbe20f611412b046	0	0	0	0-Kein	0
7cc164105bf1b29154b0a3e134f8a03f	0	0	0	0-Kein	0
b9a5f37e843de2c65b00682f179260d6	0	0	0	0-Kein	0
663200b09667260126433ccd19eab793	0	0	0	0-Kein	0
be0c2bc9ea34848f0a8736b4fdc54a00	0	0	0	0-Kein	0
7e2066e36f9de535b8442c52a3f41126	0	0	0	0-Kein	0
78d521b4b151c04e9a3508637b5365d8	0	0	0	0-Kein	0
974617526f59baaa5fab3dccf8b76460	0	0	0	0-Kein	0
df709f15d1341f4f4ce5d19220905986	0	0	0	0-Kein	0
42e78289dda1cf38dff2863c397ec9e6	0	0	0	0-Kein	0
64850e72f3a557006ec6dd470d05d067	0	0	0	0-Kein	0
66aae0fa333064c432655931a53fbba4	0	0	0	0-Kein	0
c6360aa73a9cfe74d1830936de845832	0	0	0	0-Kein	0
68a045153b9fd095af598f004151fd67	0	0	0	0-Kein	0
4fc4e6eeba1518607176d9122103ace5	0	0	0	0-Kein	0
c95a3486386e07f8f8d128f34093f8e9	0	0	0	0-Kein	0
9afe63c49e9fde6cbada467e9b57342d	0	0	0	0-Kein	0
1b387949cc4a06d0f075297f5462254c	0	0	0	0-Kein	0
b045dca25cd2ddbd2980e3d9d069df5d	0	0	1	0-Kein	1
d99276c280ae310daf399afaa6e9b01e	0	0	0	0-Kein	0
e6e8203994218d5153ca961c2077b52d	0	0	0	0-Kein	0
35d2e9a80dc52235aefd5fe3c6f0a972	0	0	0	0-Kein	0
5d36d80f8bc2f497e2e3b99e6990115b	0	0	0	0-Kein	0
44606106eb4dc1cdb3436e2000bd0953	0	0	1	0-Kein	0
7d72eda62cf069bea76e508de64157de	0	0	0	0-Kein	0
ee6e14cc24c16d1144c810bbf02500c2	0	0	0	0-Kein	0
72017d4714bd3b8067db3500c74d81c0	0	0	0	0-Kein	0
4a179370105bfe033bec297b5279d980	0	0	0	0-Kein	0
4076e897dbfb0f0cb9159946dfff9512	0	0	0	0-Kein	0
d9c7c4727d5143e0465ecc5a9609a9cd	0	0	0	0-Kein	0
81098057e61692746610b3473dc2e3e3	0	0	0	0-Kein	0
005d7beef1fcbe6d5505b94d38ec8771	0	0	0	0-Kein	0
0105830cd74286a7ee5e24a0c6ffb237	0	0	0	0-Kein	0
63f6715dc7da1acb18c5abe9ad241af5	0	0	0	0-Kein	0
f7a6a930ac6381cb401c6ae911c202de	0	0	0	0-Kein	0
491712b02e90d2201d4da91d4bfe3ab5	0	0	0	0-Kein	0
bce776727df12c4686f35a9464594cb1	0	0	0	0-Kein	1
0917bc805a3b4c3086ee7101f2740dad	0	0	0	0-Kein	0
bdb40ddc0114feac321e76af3187f21d	0	0	0	0-Kein	0
09d7e3eadec1c49f42398df3d8eacfd0	0	0	0	0-Kein	0
da29dd7bf07393096a11f1737f62e2d9	0	0	0	0-Kein	0
10c6cbe292496a2c324d000f1168d8c5	0	0	0	0-Kein	0
65c34bd2606b9086c2b70fabbab1e165	0	0	0	0-Kein	0
82ac443af522f06b1a0006e7dca44590	0	0	0	0-Kein	0
d446b5d434c80d6cb5f041dab9851d66	0	0	0	0-Kein	1
f092d1c5c0d1c03e94664e2ea4e231d5	0	0	0	0-Kein	1
a4db44bb0674ebc47a6815e0c2002a19	0	0	0	0-Kein	0
a3d3987c35917d7c4beae9fa37ed8738	0	0	0	0-Kein	0
0b4ac8749e4efd6f75447ace57b568ec	0	0	0	0-Kein	0
07f7119231828738b82f5ef3572799c0	0	0	0	0-Kein	0
110f132f0c2fabb98e58d13c1b2d11ad	0	0	0	0-Kein	0
2720dcdd9900c883b4d2078152e63c50	0	0	0	0-Kein	0
b45636233df376068d9571898a24be51	0	0	0	0-Kein	0
8e1b6a78b6f1b9e864eb2f31a0857610	0	0	0	0-Kein	0
07841efb4369b186acf66cb537be5a14	0	0	0	0-Kein	0
4ba479a750ca8fb5d438a97471ac5167	0	0	0	0-Kein	0
7a4e3419178333ffe2d560e0d86774a7	0	0	0	0-Kein	0
959d2315889fd42ff13d76bd1a78ca26	0	0	0	0-Kein	0
1b9b9f618332a2006de21c95e4e88579	0	0	0	0-Kein	0
4d9a8275cb72e04f80e142f196957ffe	0	0	0	0-Kein	0
bbfa54bbb75e39ed74981ecda3d02050	0	0	0	0-Kein	0
a65f77ff9649f52130fe59fd3cf08c54	0	0	0	0-Kein	0
f1a9c7240039a1190101820255ccf4f8	0	0	0	0-Kein	0
30b2fcd2a2fda9df464cae327fd5df0e	0	0	0	0-Kein	0
f0159f7b05028c62a923181131280726	0	0	0	0-Kein	0
d9002e1ed2c2bd700ee9adcc1525d025	0	0	0	0-Kein	0
bacfa5a35a6ed3858929f8430a543648	0	0	0	0-Kein	0
0db377d0a62c8de5c66ee94f2aa7be15	0	0	0	0-Kein	0
28f05d7ac93c1e64eeed90747e1268ce	0	0	1	0-Kein	1
4718fe1b72773b55c7de1c4957f58555	0	0	0	0-Kein	0
614985d778e1733c07882fa33059308f	0	0	0	0-Kein	0
361ddd9dafa93a20f1c420c8f5133d03	0	0	0	0-Kein	0
dee1a06bdaba24593f8ab0b16ec90146	0	0	0	0-Kein	0
cd0a10d11da0f82ecbeb81768dbd4445	0	0	0	0-Kein	0
6d6bd31a5c0958f2f9b584128e4affdb	0	0	0	0-Kein	0
81edea36f72339ab52cfbd5277f509b8	0	0	0	0-Kein	0
ea285615f73bf711cca21584ab2001a5	0	0	0	0-Kein	0
78ebc12fcaf257a7ad7c05a338b62958	0	0	0	0-Kein	0
f2ac2d9ac700a0fb81e0fc435a782c2f	0	0	1	0-Kein	0
ae7a74d3718a04138b9f5d6c36243cb7	0	0	0	0-Kein	0
3385a43ed13e3613012ab45fbcad7000	0	0	0	0-Kein	0
201b6efa58c4dde100bebb6072b6c349	0	0	0	0-Kein	0
05d5fe51c73841c312967fb1b730b6c1	0	0	0	0-Kein	0
863fcefc8f68d9135eb30ff6060f4c02	0	0	0	0-Kein	0
b4b76e8ebbcdc0e745955b2741896e32	0	0	0	0-Kein	0
e92aa0508a1c97ea6dc558e715c257cd	0	0	0	0-Kein	0
8cb6d7da8068d144652335432ed3e8fd	0	0	0	0-Kein	0
7ff7a18fa7b79292f83248d10187f137	0	0	0	0-Kein	0
1ae94d9ff814a11cd9342806d176350e	0	0	0	0-Kein	0
bf27c7b433ee9fb45bd0c2e927c96266	0	0	0	0-Kein	0
7f09bf6b0f0385c60142b2c3828b43a2	0	0	0	0-Kein	0
f0e51a0dd6206b0057799a6b99290c90	0	0	0	0-Kein	0
3754a6d32027876b3b90cd8369f66172	0	0	0	0-Kein	0
2e3aab56ab91d7c5460c30cb78128582	0	0	0	0-Kein	0
95654626dd05d648a1f5bbf321aab606	0	0	0	0-Kein	0
a29db7d64e59b556a0f95071b1e46eb3	0	0	0	0-Kein	0
d1cfe987919872413099e21cd0c5383c	0	0	0	0-Kein	0
a45864429880adf0208ba04de5046c81	0	0	0	0-Kein	1
d1cd0d3cf289f7b3fd9b182e26b8934d	0	0	1	0-Kein	1
5e4163cfc640bd3c50942a2c1130abb4	0	0	0	0-Kein	0
4e9b0ad40492693659a49e0b68b6f41a	0	0	0	0-Kein	0
6628ff66cdbdb509ee68f29bf4b7fe86	0	0	0	0-Kein	0
46f87beaa96be30bee7aa775927afd7e	0	0	0	0-Kein	0
2c22e90d24b8e3a4f44d8cdc4dca899f	0	0	0	0-Kein	0
5e7d7d854b63798c9f2ca5f0e3706b35	0	0	0	0-Kein	0
40e3e2ff377a5bae2dc983db0e21edb7	0	0	0	0-Kein	1
0fcdf25e676cf7f9e08994c62a15c0b6	0	0	0	0-Kein	0
278092b5fbde8da1a1b4fa56de462be7	0	0	0	0-Kein	0
54b16f3c3162c90455a240cb2f331195	0	0	0	0-Kein	0
e93965ec11a55ba9c29846b7585e2142	0	0	0	0-Kein	0
7bfaa846b4fe236b2ad114585a2bb026	0	0	0	0-Kein	0
c9ec8785286de4ca2365512a565dee89	0	0	0	0-Kein	0
a400833d61b7800ac115a3bd5fba1836	0	0	0	0-Kein	0
1cee7b81e885e93f246dad257c9a1711	0	0	0	0-Kein	0
71c246ce3ea35a24f23f5d6fde004bc0	0	0	0	0-Kein	0
09a532f0dc57fff59ad4ed93e88bc1b5	0	0	0	0-Kein	0
bd2bbc0944c2fe4139763aa230c9b131	0	0	0	0-Kein	0
f6373a13fb23394e699263d46095745e	0	0	0	0-Kein	0
349215c39b3a8bf066772993f72d2fe5	0	0	0	0-Kein	0
87d6d70f5daae53c0aa166f1affab3c1	0	0	0	0-Kein	0
96140d4493c391ea22110b5621203233	0	0	0	0-Kein	1
ef08ff79b606a6ba9d794c7c7fc078f2	0	0	0	0-Kein	0
40a7e4de90444c2644e09559889e1442	0	0	0	0-Kein	0
6f8a7b14f8b01afd40517a9e4a0c7894	0	0	0	0-Kein	0
5205a4ac716b83f8c9c7b2850c5e7456	0	0	0	0-Kein	0
f9f57fbff6d2dfc2080d0292e74c3ae4	0	0	0	0-Kein	0
9cf3d2a72958a79736308311316124ae	0	0	0	0-Kein	0
b387213c4e4085bf2124eb2dc62b7602	0	0	0	0-Kein	0
a97cfc296085a16651b770a1c90aac7b	0	0	0	0-Kein	0
77ebcce3de629b3e96f0fa33ee04d84f	0	0	0	0-Kein	0
86d82f4a71b8ed5dd7725c88fbdea827	0	0	0	0-Kein	0
7e3d6b625d85fb68378280a43b9be24a	0	0	0	0-Kein	0
828029245ad33979001d60fe80409836	0	0	0	0-Kein	0
d7e80470659f9e530d5cccb7e96bc290	0	0	0	0-Kein	0
3bc8b5b7f75118154b0c1195c50de740	0	0	1	0-Kein	0
66a6ea64595d5cf978c67170e9863080	0	0	0	0-Kein	1
a884568d1b20cb5ee38fc002c9518cde	0	0	0	0-Kein	0
d06fc947a8d0bdb04c8d4ea565f231d7	0	0	0	0-Kein	0
9f50414d3f10f0f76d9012d8d6871752	0	0	0	0-Kein	0
ec074b5c7cbdc21063bd263f48575552	0	0	0	0-Kein	0
c325f3d9ebfa2e92adebfa54746d5046	0	0	0	0-Kein	0
36cb234cc4a8aef385eb2c14793d530d	0	0	0	0-Kein	0
f27e83962e91247daa9c71b47aaf27df	0	0	0	0-Kein	1
a771ba7b75acce2be9c137c1b3f8cfd5	0	0	0	0-Kein	0
58c53de8a97be0484641076dbdd59dd4	0	0	0	0-Kein	0
a43a7231daf50b252aebe50e08a85d69	0	0	0	0-Kein	0
356f1ce4de35ef36e7d0773b718ef719	0	0	0	0-Kein	0
bfa4865916d951d2caef509af417e8e2	0	0	0	0-Kein	0
5fe406d10928cdabe3b1ea99053c79eb	0	0	0	0-Kein	0
4b63496856d87f889ece83f5c16f666d	0	0	0	0-Kein	0
88ec16726ce5e31f361b35638560bd1a	0	0	0	0-Kein	0
a299fe9aa52d2d2d7be0a6c4786a63e2	0	0	0	0-Kein	1
5c3dbbe7a186092985bb75f353e8ace8	0	0	0	0-Kein	0
9af5d8feacaa6e696ca8db25601e37b9	0	0	0	0-Kein	0
8639637551f0645f526b55e237c88c1e	0	0	0	0-Kein	0
43c1fabe214e74c124e7c309853496f5	0	0	0	0-Kein	0
bb5d8c908828f2cd3a66d496d896f02c	0	0	0	0-Kein	0
4008bea390652ea173ed7367bbcbe974	0	0	1	0-Kein	1
b2f8d75d120a7a036daf4539b3287706	0	0	0	0-Kein	0
9945ddddffa0cf5c545272204487a451	0	0	0	0-Kein	0
69286669087e32ebfca7c3a1a9a23bc2	0	0	1	0-Kein	0
57a77f5ad7a20e86c799511e7143de59	0	0	1	0-Kein	1
5a84c60f27f35d3f334ad4e2f1d31ad2	0	0	0	0-Kein	0
5b6cbd1f66b4b0750ab8e236d601b405	0	0	0	0-Kein	0
5f2e19fa1ce74054205e727f1835bbca	0	0	0	0-Kein	0
79b2c60723ed6da2c8c44e64b5939992	0	0	0	0-Kein	0
87d4e41c9618624de0c9084d8d08a8dc	0	0	0	0-Kein	0
921ad1dd631f44508f6aede79ef05b13	0	0	0	0-Kein	0
87baf6ebd42cdb2796df4fbdc5fd8e80	0	0	0	0-Kein	1
d778eb61dc12c83e384d70c63f1f32c6	0	0	0	0-Kein	0
e6a94439ae1efd7d4a3c0c7a3d46dd95	0	0	1	0-Kein	0
f325186e027cf69905ff9a0f0ccd8c11	0	0	0	0-Kein	0
e88c9584b04e993bc55e42a7a66589a4	0	0	0	0-Kein	0
f4bfe3f1ba4ccef2dcfd07a13cd48286	0	0	0	0-Kein	0
a90ac8e766bafc349f187a1b9ece9434	0	1	0	0-Kein	1
f23f71f692d6d61a31fc362fc6b0ca8e	0	0	0	0-Kein	0
62b0e809081b123f38ea85cba7912958	0	0	0	0-Kein	0
cc82dc9dd3c4402224e3838496dfc6c0	0	0	0	0-Kein	0
45324b8265d1ab92a3d8cedef1affe05	0	0	0	0-Kein	0
c68c432237a17da7503a0fcbd2bb41e7	0	0	0	0-Kein	0
2b923b9b19b7a802b280ccb6a4596847	0	0	0	0-Kein	0
be9242662bf1bfa4cc5cf0ac9184e1d4	0	0	0	0-Kein	0
cf598e0ad2d1bca1c6e049d66605fba5	0	0	0	0-Kein	0
2f51d6ae95e1ae024b8cbfb2b6b373d1	0	0	0	0-Kein	0
597e457748f64797159360f2a858a5d6	0	0	0	0-Kein	1
47b30031a72cb1811bdf4738c282b013	0	0	0	0-Kein	0
4037ed6ebd8c4ace3999b2630a307931	0	0	0	0-Kein	0
3f8b1b0e65149b1f4ea1237f052d7c87	0	0	0	0-Kein	0
0fa5fb9164e192e2861065ac29dc9f9b	0	0	0	0-Kein	0
77edc698bbe33a9f53288fce373b3030	0	0	0	0-Kein	0
8bedf59fc5c1750e8c0a47602eb3fd27	0	0	0	0-Kein	0
74e3623379387932ba38e14cc1f91151	0	0	1	0-Kein	0
a30abc848defccd1656448b25b1a72dc	0	0	0	0-Kein	0
66f27fc5a8cf165e13e3dc671edc1675	0	0	1	0-Kein	1
a3b72502dcda117681c01bd4479a6e78	0	0	0	0-Kein	1
5b8a44ba75eb1eab3aee93f51eba5c4c	0	0	0	0-Kein	0
ce8553fd726d5a2805db9c68763a8abb	0	0	0	0-Kein	0
97e6bd36c8367bed6d7bc8fdee1a7b47	0	0	0	0-Kein	0
3e6096973ca96638d08a62f90aacd8a1	0	0	0	0-Kein	0
5b8e78e6dc33b9d6bca062edb5fb96d4	0	0	0	0-Kein	0
f635e53ce96dc3bf475e226fbd9464a1	0	0	0	0-Kein	0
bcc6f805ad4f140635196fa43d274b0e	0	0	0	0-Kein	0
f71c7eead4c3238ea6af53d29c5a69f9	0	0	0	0-Kein	0
a0229ba14d3fc48a493be22c57cd192b	0	0	1	0-Kein	0
00aaeb4da82f8f91bbae6acad063f5f9	0	0	0	0-Kein	0
619d42876677107bf95466b00e738571	0	0	0	0-Kein	1
3f9487d57264a966fce9401c511782b6	0	0	0	0-Kein	0
dc0bf0f312fe0c5f7a03bdf331787f18	0	0	0	0-Kein	0
806dd1db49db3d543562e2c4a5bd45d1	0	0	0	0-Kein	0
086d2e4d704b22f637f7076da1b28e1d	0	0	0	0-Kein	0
bee9783c83fc4440a2c386410d2be7ba	0	0	0	0-Kein	1
a9aa96938566fcbda17d582fa0649dd7	0	0	0	0-Kein	0
8c797ca2ab1a1a52b833d1341de82034	0	0	0	0-Kein	0
8ddb9c871f02f4950c618231337b5678	0	0	0	0-Kein	0
040daed9b22ca6dd982832cda11b96ca	0	0	0	0-Kein	1
2f3c5d4b57ba8d25719acdac65618b85	0	0	1	0-Kein	1
1b0dd210261c8de61fe01cb26db2104c	0	0	0	0-Kein	0
dfa1b1a35724b93599c71a990b423bb9	0	0	0	0-Kein	0
b7b307ac2fa91675306f20fa2bbf4466	0	0	0	0-Kein	0
6e844c0644ce3ffaf0288d37345ca736	0	0	0	0-Kein	1
086f707095ec51cbbc94ad45713b4a4b	0	0	0	0-Kein	0
9eb01ec2c24cd92b564fabab5bd9664a	0	0	0	0-Kein	0
79904b5e654b336a5c5be69511073a77	0	0	0	0-Kein	0
f9f6910564d02ec08c94feca367f5b21	0	0	0	0-Kein	0
6d29c9644c6da183de3412b28b4d609b	0	0	0	0-Kein	0
b0301ea4f94d515b7273f1f6ee554302	0	0	0	0-Kein	0
d2f8d2afa80bea179ef7960675549389	0	0	0	0-Kein	0
94eb77507fe3f7f0174ddc9d202fb978	0	0	0	0-Kein	0
bc956682441732ae7e176e74d50b4b00	0	0	0	0-Kein	0
d3b47978962ca63991a5c58f958947a6	0	0	1	0-Kein	0
ede0b86ed26b3099fb14dd0de26ad465	0	0	0	0-Kein	0
38af0230a25e81685ac35d683f014bab	0	0	0	0-Kein	0
4cb03aaa3f7076fa248b6f8a32d9b86c	0	0	0	0-Kein	0
5fdc8d708fab76cc3ccc4476b2a3418d	0	0	0	0-Kein	1
b52667b0611d36b1cbd8f393395b40d0	0	0	0	0-Kein	0
80360b18153b1243c48e17e0d48bdba5	0	0	0	0-Kein	0
903cce33c2beddb0bc604dcf477dc4ea	0	0	0	0-Kein	0
00c14e102864f2ec89c6276d11a39f27	0	0	0	0-Kein	1
bd406be46d430e1a1456988b29d66a5f	0	0	0	0-Kein	0
ed663e99b8b12b31e59b7b096cdb1ec9	0	0	0	0-Kein	1
2678d6985b10c3aba4af23178c395ea7	0	0	0	0-Kein	0
9278718f44a087223ac9a77f4c8289d3	0	0	0	0-Kein	0
5ac3e2b6707cb4b569fce6506eb7b8ef	0	0	0	0-Kein	0
eb79016d078f42fcfbcee76117bc7d19	0	0	0	0-Kein	0
a2c477700481b28b2f6bcaec7736bf20	0	0	0	0-Kein	0
7500d3c2e718447e7d52a1afef0c33c7	0	0	0	0-Kein	0
9da2b2edc08604ea6d4ba7e32e00a346	0	0	0	0-Kein	0
864664220174771233bfb3e74c288e73	0	0	0	0-Kein	0
b9c419b765238c55abbb84b9f849f851	0	0	0	0-Kein	0
7549ecdd5353657d949bd3ec913364b8	0	0	0	0-Kein	0
465149b89dd44dd46828fe5343d0d290	0	0	0	0-Kein	0
6cd80083b360fbd9c1bfa430ed26d1ac	0	0	0	0-Kein	0
07e0ae05fb89bb012db9d9bb6077e50c	0	0	0	0-Kein	0
c017d856ddc9c8a437283823a1543349	0	0	0	0-Kein	0
b8f1d69773e2a5fc47753a072b0e3661	0	0	0	0-Kein	0
8b611e99e4059d915b613471aa48f2c8	0	0	0	0-Kein	0
8ce76628a013fc4eafb8e189422243f7	0	0	0	0-Kein	0
06b39cc6dfdf145d362bcedf36ec7b01	0	0	0	0-Kein	0
2e506a634f453833c16e8eceb2cce696	0	0	0	0-Kein	0
5a006cad198c22764d3b3896600a090d	0	0	0	0-Kein	0
8036fce7a37cc7a50e54063f604d5fbb	0	0	0	0-Kein	0
9401ec44c12b94ca4ae4f4c86261226b	0	0	0	0-Kein	0
37ba1585f62f930a2c0d9b5e35d1fbcf	0	0	0	0-Kein	1
8eddc554901fc171fc55b5c0b8c961cb	0	0	0	0-Kein	0
61c3a02bbd2e068721a17ca1ae919f49	0	0	0	0-Kein	0
dc7c29fde1aa3094187bafcbc8c5c429	0	0	1	0-Kein	0
0f9a5b7ee73ea4dfcc8b46bad796bde9	0	0	0	0-Kein	0
e15e844ae9a99d8199dc6b38b4a52876	0	0	0	0-Kein	0
f31a70dbbe533b7538f99b1de00fb0f2	0	0	0	0-Kein	0
c09f83f8ff2f8f98b125fd35ec567609	0	0	0	0-Kein	0
13b0eac663d8bfe573429b7e733fa72a	0	0	0	0-Kein	0
70bcbb38f4ac28e0162a1d6378bb5b61	0	0	0	0-Kein	0
5fd6f1db596c61177fbf96a05a2e9d3f	0	0	0	0-Kein	0
a93e943e3f46cfb05a1e4a7a8d95f5c2	0	0	0	0-Kein	0
64007c2a70d744b5b08aaa99fd7635ec	0	0	0	0-Kein	0
810e8b7caec91fe1b4d1e35a76a60fb7	0	0	0	0-Kein	0
3aedfa9e9b397db6d9e9dcae45dfcd75	0	0	0	0-Kein	0
0f96120ec3bedb96676eb29ea86a6de8	0	0	0	0-Kein	0
121948289511d3f64a28e7bd1217ea3f	0	0	0	0-Kein	0
620757eee74d4bbc13a46715f418df79	0	0	0	0-Kein	1
d4f194f1503ad097e7e1f7bcbe9439d6	0	0	1	0-Kein	1
bcb964b35b070c3cd5307b4b184839c1	0	0	0	0-Kein	1
77e77472037b9bcc1df52e4e43a111ba	0	0	0	0-Kein	0
6bfb63540b8e7596f2217b8ec489de5d	0	0	0	0-Kein	0
1d7efaa8da1057a16c68147bab813000	0	0	0	0-Kein	0
52cfb17162b06521e25c51cfbe66a0c1	0	0	0	0-Kein	0
a1958a21ed98a166f807dfd401560f6b	0	0	0	0-Kein	0
08ad5d099de8fead54824f68edb3af41	0	0	0	0-Kein	0
4f09ada0b9e51a3f3efd48016d9f52bb	0	0	0	0-Kein	0
42ce568fd822a56d5abd21f261ab7252	0	0	0	0-Kein	0
7671f15f2f517ebb6bc4eeadf061e284	0	0	0	0-Kein	0
17d9800a6b6942ed5eae67a70bc6c7eb	0	0	0	0-Kein	1
4524de8e6e6b750284ed9fb07c5cb460	0	0	0	0-Kein	0
887af3a8671912d15aa15ba218b5de67	0	0	0	0-Kein	0
58eb80b12b056dc7df764d44dbe78890	0	0	0	0-Kein	0
cb84a56aa3b71cac3f3177acd91f832e	0	0	0	0-Kein	0
35a8ba21e79fbd11cd10213814ded241	0	0	0	0-Kein	0
c33cf7bd420ee8345663ec6489b9fbb4	0	0	0	0-Kein	0
6e59ec66c17288458293f9e7e5c94359	0	0	0	0-Kein	0
c5b46b36a63fd44afbb32f50b31f1f79	0	0	0	0-Kein	0
8c17d1d10af5fb0c566b3d5ec269feb5	0	0	0	0-Kein	0
be07f904d82e423d9d0a8abeb21c6a20	0	0	0	0-Kein	0
b8466bd07ab0da7191d9e03f5dbf4fc9	0	0	0	0-Kein	0
6af1f7226844077ac9136599b1959b5b	0	0	0	0-Kein	1
d456b17c39cdc0ec8623dbe139063864	0	0	0	0-Kein	0
892f79b1c3920f979ae91dfaba81e848	0	0	0	0-Kein	0
3884fa0536ef50d50014d92a9dd4e35e	0	0	0	0-Kein	0
5bcd8a4d68ac23618d6dd0f2f43809bf	0	0	0	0-Kein	0
fcf87d856727d22aa7b6a1cc79e5916b	0	0	0	0-Kein	0
d0cfcbd140bb5777c1ae9b66be56839f	0	0	0	0-Kein	0
339141daff33864e32feb07b43106f81	0	0	0	0-Kein	0
ab23005bd6cf887f5eccef6cd36b6deb	0	0	0	0-Kein	0
6ec65edc61bb88f2af3914b39fe4728f	0	0	0	0-Kein	0
3bc63ff683969bf71645b12f90a2abec	0	0	0	0-Kein	0
5b881bfa066d40488d5092e9406124c6	0	0	0	0-Kein	0
fd3180bdb73359e223998e3f817b1778	0	0	0	0-Kein	0
2e7414d8d10c6ac184b141e5bcb6fa57	0	0	0	0-Kein	0
3e3011091573aa04f3bff2f8d71aee59	0	0	0	0-Kein	0
1202ffb10aae89109f3d7085bec668f3	0	0	0	0-Kein	0
ee960a0bc8ad2e2594e9730141b0052f	0	0	0	0-Kein	0
06074c59eea27a991aa376d68f9b337e	0	0	0	0-Kein	0
5116369b062d8288eb643b8e53f7d403	0	0	0	0-Kein	0
bfee7952c4e61d33c54881a069014d4d	0	0	0	0-Kein	0
17f056c3f4552d1d5c5533caedb47178	0	0	0	0-Kein	0
039d771bbc85dad60dc45f55dc8722a2	0	0	0	0-Kein	0
dffc32539452696627879b1574dc33d8	0	0	0	0-Kein	1
545ea692feec4bbc534a588f81eddb95	0	0	0	0-Kein	0
a381b4cbb6682db87b73e72b98670883	0	0	0	0-Kein	0
1bc901b42788b4426a13688f51018f09	0	0	0	0-Kein	0
394d5c62ac24c8cbb4b5b983affd75b0	0	0	0	0-Kein	0
db1410e02057a96b0241f91d373d801b	0	0	0	0-Kein	0
dd6bc90c70ea2435d62464ab55f04be8	0	0	0	0-Kein	0
b60b2abb85c57e3ba9e5223e7be1ea9d	0	0	0	0-Kein	0
36d4e1a1d7f01938510eb22c1d056a8d	0	0	0	0-Kein	0
c801d6b1d1cceebe3786d8c69e70e6e4	0	0	0	0-Kein	0
5292ea6e0aade6c0ffb4059372f20e88	0	0	0	0-Kein	0
f25d48d250b1f7ba2d5f8fddcb67ac11	0	0	0	0-Kein	0
eb084f4ead3f6410c51f82ad7c514d09	0	0	0	0-Kein	0
ce43cf2f2b5a771e990358d30efdddcb	0	0	0	0-Kein	0
592bdee237ca653e0584a4a0cbbed7ab	0	0	0	0-Kein	0
